L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
3.5e-10,8e-11,7.13e-10,3e-11,8.75e-11,2.5e-05,3.2e-05,-19.89,-3.869,12.58,6.064,8.089,1.203,0.0156
3.5e-10,8e-11,7.13e-10,3e-11,8.75e-11,2.5e-05,2.4e-05,-18.15,-13.99,18.79,9.443,11.07,2.117,0.0137
3.5e-10,8e-11,7.13e-10,3e-11,8.75e-11,2.5e-05,2.8e-05,-19.37,-7.773,16.73,8.772,10.52,1.942,0.0146
3.5e-10,8e-11,7.13e-10,3e-11,8.75e-11,2.5e-05,4e-05,-20.38,-2.03,5.426,1.496,3.941,-0.894,0.0174
3.5e-10,8e-11,7.13e-10,3e-11,8.75e-11,2.8e-05,3.2e-05,-14.48,-4.067,12.41,5.784,7.978,1.477,0.0166
3.5e-10,8e-11,7.13e-10,3e-11,8.75e-11,2.8e-05,2.8e-05,-14.26,-8.461,16.41,8.267,10.31,2.105,0.0156
3.5e-10,8e-11,7.13e-10,3e-11,8.75e-11,2.8e-05,3.6e-05,-14.61,-2.671,8.618,3.434,5.732,0.282,0.0175
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.2e-05,3.2e-05,-39.02,-4.518,13.09,6.276,8.315,1.151,0.0146
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.2e-05,2.4e-05,-30.45,-10.78,18.88,10.15,11.91,2.004,0.0127
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.2e-05,4e-05,-42.33,-2.621,6.457,1.567,4.026,-1.289,0.0164
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.6e-05,3.2e-05,-9.712,-4.246,11.59,5.619,8.035,0.617,0.0126
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.6e-05,2.8e-05,-9.77,-6.872,15.61,9.189,11.22,1.544,0.0117
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.6e-05,3.6e-05,-9.682,-3.139,7.947,2.597,5.414,-0.714,0.0135
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.6e-05,4e-05,-9.656,-2.557,4.847,0.762,3.291,-2.584,0.0145
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.9e-05,3.2e-05,-16.29,-4.365,12.63,6.116,8.292,0.945,0.0136
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.9e-05,2.4e-05,-17.15,-11.93,18.77,10.53,12.26,1.881,0.0117
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.9e-05,2.8e-05,-16.46,-7.022,16.51,9.396,11.22,1.787,0.0127
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,1.9e-05,4e-05,-16.1,-2.589,5.924,1.221,3.789,-1.749,0.0154
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.5e-05,3.2e-05,-16.83,-4.679,13.0,6.148,8.222,1.308,0.0155
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.5e-05,2.4e-05,-16.16,-9.961,18.7,9.599,11.55,2.095,0.0137
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.5e-05,2.8e-05,-16.76,-7.712,16.64,8.817,10.74,2.099,0.0146
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.5e-05,3.6e-05,-16.91,-3.327,9.494,3.707,5.915,0.245,0.0165
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.8e-05,3.2e-05,-12.45,-4.809,12.39,5.753,8.119,1.421,0.0165
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.8e-05,2.4e-05,-12.36,-9.503,18.07,8.899,11.28,2.164,0.0147
3.5e-10,8e-11,7.13e-10,3e-11,2.63e-10,2.8e-05,2.8e-05,-12.49,-8.177,15.96,8.207,10.52,2.197,0.0156
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.2e-05,3.2e-05,-28.04,-4.7,13.08,9.488,12.23,3.237,0.0146
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.2e-05,2.8e-05,-28.71,-5.304,16.21,13.58,15.9,4.051,0.0137
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.2e-05,4e-05,-27.46,-3.884,7.591,2.737,6.04,0.664,0.0164
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.6e-05,3.2e-05,-9.542,-4.411,11.39,7.641,9.261,0.939,0.0126
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.6e-05,2.4e-05,-9.64,-4.733,17.37,16.57,18.72,3.871,0.0108
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.6e-05,3.6e-05,-9.503,-4.069,8.446,3.586,7.567,0.84,0.0135
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.6e-05,4e-05,-9.473,-3.794,5.817,1.381,4.616,-1.058,0.0145
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.9e-05,3.2e-05,-15.09,-4.553,12.48,8.946,11.94,2.885,0.0136
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.9e-05,2.4e-05,-15.56,-5.135,18.49,16.93,18.94,4.254,0.0118
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.9e-05,2.8e-05,-15.29,-5.011,15.64,13.45,15.69,3.375,0.0127
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.9e-05,3.6e-05,-14.96,-4.147,9.543,4.765,8.392,1.629,0.0145
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,1.9e-05,4e-05,-14.86,-3.84,6.926,2.135,5.229,-0.401,0.0154
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.5e-05,3.2e-05,-18.67,-4.805,13.17,9.513,12.34,3.427,0.0156
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.5e-05,2.4e-05,-17.4,-6.148,19.09,16.51,18.99,4.666,0.0137
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.5e-05,3.6e-05,-19.03,-4.274,10.33,5.825,9.007,2.354,0.0165
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.8e-05,3.2e-05,-13.4,-4.818,12.7,9.169,12.31,3.527,0.0165
3.5e-10,8e-11,7.13e-10,9e-11,1.75e-10,2.8e-05,2.8e-05,-13.17,-5.6,15.63,12.74,15.82,4.32,0.0156
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.2e-05,3.2e-05,-21.81,-3.877,12.33,8.888,11.6,3.204,0.0146
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.2e-05,2.8e-05,-22.27,-4.313,15.49,12.94,15.24,4.071,0.0137
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.2e-05,4e-05,-21.4,-3.273,6.749,2.42,5.713,0.602,0.0164
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.6e-05,3.2e-05,-9.4,-3.596,10.5,7.014,10.99,2.414,0.0126
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.6e-05,2.4e-05,-9.463,-3.808,16.36,15.74,18.06,3.942,0.0108
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.6e-05,2.8e-05,-9.437,-3.822,13.62,11.96,14.83,3.44,0.0117
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.6e-05,3.6e-05,-9.369,-3.365,7.534,3.093,7.222,0.817,0.0136
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.6e-05,4e-05,-9.344,-3.175,4.871,1.069,4.391,-1.119,0.0145
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.9e-05,2.4e-05,-14.4,-4.105,17.57,16.1,17.25,3.55,0.0118
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.9e-05,2.8e-05,-14.22,-4.035,14.77,12.75,15.13,3.816,0.0127
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,1.9e-05,4e-05,-13.91,-3.221,5.99,1.798,5.23,-0.046,0.0155
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.5e-05,3.2e-05,-19.65,-4.025,12.62,8.989,11.68,3.383,0.0156
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.5e-05,2.8e-05,-19.23,-4.603,15.72,12.78,15.25,4.227,0.0146
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.5e-05,3.6e-05,-19.98,-3.606,9.731,5.449,8.462,2.284,0.0165
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.5e-05,4e-05,-20.26,-3.319,7.154,2.807,5.945,0.976,0.0174
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.8e-05,3.6e-05,-14.51,-3.647,9.606,5.412,8.347,1.942,0.0175
3.5e-10,8e-11,7.13e-10,9e-11,8.75e-11,2.8e-05,4e-05,-14.68,-3.341,7.124,2.914,6.042,1.169,0.0184
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.2e-05,3.2e-05,-36.69,-5.649,13.56,9.601,12.45,2.95,0.0146
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.2e-05,2.4e-05,-30.07,-7.037,19.53,17.31,19.49,4.432,0.0127
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.2e-05,2.8e-05,-33.6,-6.48,16.66,13.95,16.31,3.949,0.0136
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.2e-05,4e-05,-42.05,-4.563,8.158,2.765,6.02,0.414,0.0164
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,1.6e-05,3.2e-05,-9.754,-5.403,12.14,7.912,11.61,2.356,0.0126
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,1.6e-05,2.4e-05,-9.898,-6.001,18.21,17.23,19.4,3.936,0.0108
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,1.6e-05,3.6e-05,-9.706,-4.896,9.207,3.771,7.696,0.808,0.0135
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,1.6e-05,4e-05,-9.669,-4.505,6.61,1.542,4.744,-1.034,0.0145
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,1.9e-05,2.4e-05,-17.12,-6.502,19.17,17.49,19.61,4.232,0.0117
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,1.9e-05,2.8e-05,-16.71,-6.225,16.29,13.86,16.25,3.715,0.0127
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,1.9e-05,4e-05,-16.13,-4.541,7.657,2.237,5.547,-0.136,0.0154
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.5e-05,3.2e-05,-16.67,-5.684,13.4,7.925,8.55,1.287,0.0155
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.5e-05,2.4e-05,-15.71,-7.365,19.28,9.715,9.853,1.391,0.0137
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.5e-05,2.8e-05,-16.33,-6.602,16.42,13.65,16.18,3.965,0.0146
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.5e-05,3.6e-05,-16.87,-5.016,10.62,5.798,9.018,2.15,0.0165
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.5e-05,4e-05,-17.01,-4.558,8.145,3.068,6.288,0.805,0.0174
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.8e-05,3.2e-05,-12.4,-5.628,12.71,9.213,12.42,3.412,0.0165
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.8e-05,2.4e-05,-11.99,-7.339,18.41,15.99,19.11,4.725,0.0147
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.8e-05,2.8e-05,-12.28,-6.547,15.62,12.94,16.03,4.25,0.0156
3.5e-10,8e-11,7.13e-10,9e-11,2.63e-10,2.8e-05,4e-05,-12.5,-4.52,7.635,3.047,6.148,0.496,0.0184
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,3.2e-05,-7.126,-32.2,13.67,10.73,14.08,3.708,0.0146
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,2.4e-05,-7.406,-4.862,16.8,9.178,11.66,2.637,0.0127
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,2.8e-05,-7.21,-10.86,15.86,11.03,14.01,3.614,0.0137
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,3.6e-05,-7.096,-14.47,10.98,8.369,12.37,3.236,0.0155
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,4e-05,-7.08,-9.69,8.32,4.666,9.449,2.25,0.0164
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,3.2e-05,-4.544,-26.32,11.46,9.162,13.23,2.823,0.0126
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,2.4e-05,-4.586,-4.285,14.65,8.204,9.877,0.774,0.0108
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,3.6e-05,-4.53,-13.51,8.625,4.717,5.882,-0.901,0.0135
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,4e-05,-4.521,-9.303,5.871,2.254,7.128,0.584,0.0145
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,3.2e-05,-5.728,-29.6,12.84,10.26,13.74,3.35,0.0136
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,2.4e-05,-5.863,-4.594,16.06,7.528,7.991,0.038,0.0118
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,2.8e-05,-5.784,-10.97,15.15,10.64,13.65,3.251,0.0127
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,3.6e-05,-5.7,-13.9,10.05,7.398,11.98,2.836,0.0145
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,4e-05,-5.685,-9.466,7.335,3.61,8.563,1.617,0.0154
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,3.2e-05,-8.223,-27.95,13.92,10.77,14.24,3.931,0.0156
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,2.4e-05,-8.394,-4.856,16.85,5.884,6.074,-0.609,0.0137
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,3.6e-05,-8.244,-15.25,11.37,8.754,12.58,3.479,0.0165
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,4e-05,-8.262,-9.96,8.805,5.31,8.158,1.445,0.0174
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,3.2e-05,-8.371,-23.69,13.58,10.22,11.83,2.943,0.0165
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,2.4e-05,-8.155,-4.543,16.16,8.793,11.95,3.012,0.0147
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,2.8e-05,-8.246,-9.428,15.38,8.999,9.658,1.956,0.0156
3.5e-10,4e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,3.6e-05,-8.466,-16.02,11.2,8.587,12.62,3.616,0.0175
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,3.2e-05,-6.732,-18.55,13.36,10.83,13.95,3.829,0.0146
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,2.4e-05,-6.962,-3.999,16.05,9.037,11.54,2.805,0.0127
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,3.6e-05,-6.693,-12.33,10.6,8.419,12.15,3.307,0.0155
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,4e-05,-6.673,-8.415,7.809,4.547,6.364,0.306,0.0164
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,3.2e-05,-4.514,-16.23,11.1,9.224,13.3,3.026,0.0126
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,2.4e-05,-4.535,-3.39,13.53,7.963,10.86,1.942,0.0108
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,2.8e-05,-4.532,-8.48,13.22,9.829,13.16,2.934,0.0117
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,3.6e-05,-4.502,-11.54,8.222,5.647,11.12,2.368,0.0136
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,4e-05,-4.494,-8.086,5.347,2.104,7.197,0.757,0.0145
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,2.4e-05,-5.642,-3.66,15.06,8.648,11.26,2.455,0.0118
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,2.8e-05,-5.602,-8.923,14.58,10.62,13.62,3.435,0.0127
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,3.6e-05,-5.529,-11.86,9.624,7.398,11.85,2.953,0.0145
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,4e-05,-5.514,-8.222,6.777,3.513,8.539,1.748,0.0155
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,2.4e-05,-8.001,-4.246,16.39,9.145,11.69,2.786,0.0137
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,2.8e-05,-7.787,-9.313,15.7,11.06,14.09,3.996,0.0146
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,3.6e-05,-7.699,-12.98,11.14,8.793,12.3,3.528,0.0165
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,4e-05,-7.696,-8.666,8.437,5.35,9.563,2.644,0.0174
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,3.2e-05,-8.036,-19.21,13.6,10.53,14.04,4.099,0.0166
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,2.4e-05,-8.036,-4.165,15.93,8.88,11.93,3.176,0.0147
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,2.8e-05,-7.988,-8.8,15.32,10.69,14.13,4.107,0.0156
3.5e-10,4e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,4e-05,-8.138,-8.924,8.582,5.561,9.663,2.598,0.0184
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,3.2e-05,-7.657,-22.0,13.72,10.27,13.61,3.369,0.0146
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,2.4e-05,-7.913,-5.506,17.18,8.733,11.18,2.249,0.0127
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,2.8e-05,-7.712,-10.94,15.98,10.37,13.31,3.173,0.0136
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,3.6e-05,-7.644,-16.37,11.14,7.881,12.06,2.932,0.0155
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,4e-05,-7.638,-11.19,8.623,4.291,9.003,1.854,0.0164
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,2.4e-05,-4.666,-5.272,15.5,4.254,4.404,-3.155,0.0108
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,2.8e-05,-4.629,-11.89,14.17,9.586,12.64,2.43,0.0117
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,3.6e-05,-4.585,-15.34,8.91,5.296,10.7,1.942,0.0135
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,4e-05,-4.576,-10.74,6.292,2.202,6.859,0.334,0.0145
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,2.4e-05,-6.158,-5.493,16.71,8.582,11.07,1.979,0.0117
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,3.6e-05,-5.953,-15.74,10.33,6.85,9.357,1.247,0.0145
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,4e-05,-5.939,-10.93,7.752,3.364,8.184,1.276,0.0154
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,3.2e-05,-8.781,-20.74,13.78,10.19,13.63,3.59,0.0155
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,2.4e-05,-8.724,-5.209,16.97,8.601,11.18,2.45,0.0137
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,2.8e-05,-8.709,-10.13,15.85,10.22,13.29,3.384,0.0146
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,3.6e-05,-8.843,-17.22,11.33,8.292,11.63,2.613,0.0165
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,4e-05,-8.885,-11.46,8.892,4.874,9.465,2.254,0.0174
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,3.2e-05,-8.606,-20.04,13.23,9.703,13.56,3.738,0.0165
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,2.4e-05,-8.226,-4.801,16.1,8.071,11.13,2.598,0.0147
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,2.8e-05,-8.44,-9.446,15.11,9.621,13.2,3.524,0.0156
3.5e-10,4e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,4e-05,-8.779,-11.65,8.565,4.981,9.69,2.523,0.0184
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,3.2e-05,-7.107,-6.903,12.49,5.558,8.253,1.533,0.0146
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,2.4e-05,-7.449,-1.959,13.52,3.457,4.166,-2.219,0.0127
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,2.8e-05,-7.223,-4.117,13.68,4.805,7.093,0.827,0.0137
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,3.6e-05,-7.073,-7.289,10.17,5.332,8.248,1.476,0.0155
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,4e-05,-7.066,-5.836,7.44,3.333,7.129,0.834,0.0164
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,2.4e-05,-4.59,-1.776,11.42,2.958,4.886,-1.67,0.0108
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,2.8e-05,-4.579,-4.296,11.86,4.158,6.544,-0.168,0.0117
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,3.6e-05,-4.528,-7.405,7.879,3.878,7.644,0.555,0.0135
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,4e-05,-4.519,-5.743,5.0,1.552,5.47,-0.731,0.0145
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,2.4e-05,-5.881,-1.88,12.81,3.296,5.096,-1.084,0.0118
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,3.6e-05,-5.692,-7.329,9.274,4.835,8.04,1.102,0.0145
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,4e-05,-5.678,-5.772,6.457,2.565,6.679,0.429,0.0154
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,3.2e-05,-8.171,-6.607,12.66,5.55,8.378,1.773,0.0156
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,2.4e-05,-8.416,-1.937,13.56,3.501,5.354,-0.491,0.0137
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,2.8e-05,-8.201,-3.867,13.67,4.804,7.225,1.076,0.0146
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,3.6e-05,-8.211,-7.332,10.54,5.438,8.359,1.709,0.0165
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,4e-05,-8.247,-5.952,7.935,3.768,7.361,1.217,0.0174
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,3.2e-05,-8.323,-6.413,12.28,5.276,8.39,1.9,0.0165
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,2.8e-05,-8.181,-3.598,13.04,4.514,7.258,1.214,0.0156
3.5e-10,4e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,3.6e-05,-8.454,-7.489,10.37,5.241,8.374,1.837,0.0175
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,3.2e-05,-6.729,-8.203,12.49,5.829,8.425,1.786,0.0146
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,2.8e-05,-6.849,-3.965,13.3,4.946,7.239,1.121,0.0137
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,3.6e-05,-6.677,-8.694,10.17,5.616,8.133,1.094,0.0155
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.2e-05,4e-05,-6.66,-6.098,7.214,3.547,7.218,1.091,0.0164
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,3.2e-05,-4.521,-8.892,10.44,5.024,7.932,0.895,0.0126
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,2.4e-05,-4.535,-1.45,10.16,2.795,4.882,-1.426,0.0108
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,3.6e-05,-4.502,-8.939,7.886,4.179,7.921,0.854,0.0136
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.6e-05,4e-05,-4.492,-6.018,4.775,1.64,6.055,-0.104,0.0145
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,3.2e-05,-5.563,-8.607,11.71,5.55,8.231,1.429,0.0136
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,2.4e-05,-5.649,-1.549,11.71,3.191,5.103,-0.868,0.0118
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,3.6e-05,-5.526,-8.803,9.242,5.138,8.21,1.332,0.0145
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,1.9e-05,4e-05,-5.509,-6.041,6.192,2.717,6.871,0.668,0.0155
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,3.2e-05,-7.68,-7.721,12.79,5.88,8.518,1.998,0.0156
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,2.4e-05,-8.046,-1.74,13.06,3.534,5.404,-0.244,0.0137
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,2.8e-05,-7.793,-3.831,13.48,5.013,7.376,1.36,0.0146
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,3.6e-05,-7.666,-8.667,10.67,5.748,8.444,1.861,0.0165
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.5e-05,4e-05,-7.677,-6.213,7.84,4.022,7.38,1.329,0.0174
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,3.2e-05,-7.976,-7.28,12.55,5.665,8.52,2.101,0.0166
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,2.4e-05,-8.039,-1.694,12.59,3.408,5.489,-0.091,0.0147
3.5e-10,4e-11,4.75e-10,3e-11,8.75e-11,2.8e-05,2.8e-05,-7.945,-3.57,13.03,4.795,7.422,1.482,0.0156
