C1,C2,Ld,Lg,Ls,WN1,WN2,GTMax,S11Min,NFMin,Bandwidth,PowerConsumption
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5e-06,5.25e-06,14.43,-13.43,1.845,4340000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5e-06,5.5e-06,14.46,-13.4,1.843,4310000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5e-06,5.75e-06,14.48,-13.36,1.842,4280000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5e-06,6e-06,14.5,-13.33,1.84,4260000000.0,0.0158
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.25e-06,5e-06,14.64,-13.76,1.845,4210000000.0,0.0162
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.25e-06,5.25e-06,14.67,-13.76,1.843,4190000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.25e-06,5.5e-06,14.69,-13.76,1.841,4170000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.25e-06,5.75e-06,14.72,-13.75,1.839,4140000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.25e-06,6e-06,14.74,-13.73,1.838,4120000000.0,0.0164
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.5e-06,5e-06,14.86,-13.97,1.846,4080000000.0,0.0168
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.5e-06,5.25e-06,14.88,-14.0,1.844,4060000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.5e-06,5.5e-06,14.91,-14.03,1.841,4040000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.5e-06,5.75e-06,14.93,-14.04,1.839,4020000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.5e-06,6e-06,14.95,-14.06,1.838,4000000000.0,0.017
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.75e-06,5e-06,15.05,-14.21,1.845,3970000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.75e-06,5.25e-06,15.08,-14.19,1.843,3950000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.75e-06,5.5e-06,15.1,-14.21,1.841,3930000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.75e-06,5.75e-06,15.13,-14.25,1.839,3910000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,5.75e-06,6e-06,15.15,-14.29,1.837,3890000000.0,0.0176
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,6e-06,5e-06,15.23,-14.52,1.847,3870000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,6e-06,5.25e-06,15.25,-14.53,1.844,3850000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,6e-06,5.5e-06,15.28,-14.53,1.842,3840000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,6e-06,5.75e-06,15.3,-14.52,1.84,3820000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,7.47e-10,6e-06,6e-06,15.33,-14.51,1.838,3800000000.0,0.0182
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5e-06,5e-06,15.04,-16.44,1.802,4900000000.0,0.0156
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5e-06,5.25e-06,15.07,-16.39,1.8,4890000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5e-06,5.5e-06,15.09,-16.34,1.798,4870000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5e-06,5.75e-06,15.11,-16.28,1.796,4860000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5e-06,6e-06,15.12,-16.22,1.795,4840000000.0,0.0158
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.25e-06,5e-06,15.31,-16.47,1.804,4690000000.0,0.0162
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.25e-06,5.25e-06,15.33,-16.49,1.802,4680000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.25e-06,5.5e-06,15.35,-16.5,1.8,4670000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.25e-06,5.75e-06,15.37,-16.49,1.798,4660000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.25e-06,6e-06,15.39,-16.49,1.797,4640000000.0,0.0164
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.5e-06,5e-06,15.55,-16.93,1.804,4520000000.0,0.0168
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.5e-06,5.25e-06,15.58,-16.84,1.802,4510000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.5e-06,5.5e-06,15.6,-16.75,1.8,4490000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.5e-06,5.75e-06,15.62,-16.66,1.798,4480000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.5e-06,6e-06,15.64,-16.57,1.796,4470000000.0,0.017
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.75e-06,5e-06,15.77,-17.15,1.808,4360000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.75e-06,5.25e-06,15.8,-17.13,1.805,4350000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.75e-06,5.5e-06,15.82,-17.1,1.803,4340000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.75e-06,5.75e-06,15.84,-17.06,1.802,4330000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,5.75e-06,6e-06,15.86,-17.02,1.8,4310000000.0,0.0176
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,6e-06,5e-06,15.97,-17.27,1.809,4220000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,6e-06,5.25e-06,16.0,-17.16,1.806,4210000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,6e-06,5.5e-06,16.02,-17.19,1.804,4200000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,6e-06,5.75e-06,16.05,-17.21,1.802,4190000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,6e-10,6e-06,6e-06,16.07,-17.22,1.8,4170000000.0,0.0182
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5e-06,5e-06,14.61,-14.17,1.833,4520000000.0,0.0156
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5e-06,5.25e-06,14.63,-14.16,1.83,4510000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5e-06,5.5e-06,14.65,-14.15,1.828,4480000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5e-06,5.75e-06,14.67,-14.13,1.826,4460000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5e-06,6e-06,14.69,-14.12,1.825,4430000000.0,0.0158
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.25e-06,5e-06,14.85,-14.29,1.831,4360000000.0,0.0162
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.25e-06,5.25e-06,14.87,-14.32,1.829,4340000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.25e-06,5.5e-06,14.9,-14.34,1.827,4320000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.25e-06,5.75e-06,14.92,-14.36,1.825,4290000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.25e-06,6e-06,14.94,-14.37,1.824,4270000000.0,0.0164
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.5e-06,5e-06,15.07,-14.65,1.832,4220000000.0,0.0168
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.5e-06,5.25e-06,15.1,-14.62,1.83,4200000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.5e-06,5.5e-06,15.13,-14.58,1.827,4170000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.5e-06,5.75e-06,15.15,-14.55,1.825,4150000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.5e-06,6e-06,15.17,-14.51,1.824,4130000000.0,0.017
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.75e-06,5e-06,15.28,-14.88,1.833,4090000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.75e-06,5.25e-06,15.3,-14.89,1.83,4070000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.75e-06,5.5e-06,15.33,-14.89,1.828,4050000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.75e-06,5.75e-06,15.36,-14.89,1.826,4030000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,5.75e-06,6e-06,15.38,-14.88,1.825,4010000000.0,0.0176
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,6e-06,5e-06,15.46,-15.02,1.834,3970000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,6e-06,5.25e-06,15.49,-15.05,1.831,3960000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,6e-06,5.5e-06,15.52,-15.09,1.829,3940000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,6e-06,5.75e-06,15.54,-15.12,1.827,3920000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,7e-10,6e-06,6e-06,15.57,-15.14,1.825,3900000000.0,0.0182
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5e-06,5e-06,14.19,-12.68,1.866,4190000000.0,0.0156
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5e-06,5.25e-06,14.21,-12.63,1.863,4170000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5e-06,5.5e-06,14.24,-12.58,1.861,4140000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5e-06,5.75e-06,14.26,-12.54,1.86,4110000000.0,0.0157
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5e-06,6e-06,14.28,-12.49,1.858,4090000000.0,0.0158
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.25e-06,5e-06,14.41,-13.11,1.862,4060000000.0,0.0162
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.25e-06,5.25e-06,14.44,-13.08,1.859,4040000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.25e-06,5.5e-06,14.46,-13.05,1.857,4020000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.25e-06,5.75e-06,14.48,-13.02,1.856,3990000000.0,0.0163
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.25e-06,6e-06,14.5,-12.99,1.854,3970000000.0,0.0164
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.5e-06,5e-06,14.61,-13.48,1.863,3950000000.0,0.0168
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.5e-06,5.25e-06,14.64,-13.48,1.86,3930000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.5e-06,5.5e-06,14.66,-13.47,1.858,3910000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.5e-06,5.75e-06,14.69,-13.47,1.856,3890000000.0,0.0169
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.5e-06,6e-06,14.71,-13.45,1.854,3870000000.0,0.017
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.75e-06,5e-06,14.8,-13.79,1.861,3860000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.75e-06,5.25e-06,14.82,-13.82,1.858,3840000000.0,0.0174
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.75e-06,5.5e-06,14.85,-13.84,1.856,3820000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.75e-06,5.75e-06,14.87,-13.85,1.854,3800000000.0,0.0175
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,5.75e-06,6e-06,14.89,-13.86,1.852,3780000000.0,0.0176
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,6e-06,5e-06,14.96,-14.03,1.862,3770000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,6e-06,5.25e-06,14.99,-14.09,1.859,3750000000.0,0.018
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,6e-06,5.5e-06,15.01,-14.14,1.857,3740000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,6e-06,5.75e-06,15.04,-14.18,1.855,3720000000.0,0.0181
4e-13,2.5e-13,3.7e-09,9.4e-09,8e-10,6e-06,6e-06,15.06,-14.22,1.853,3700000000.0,0.0182
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5e-06,5e-06,14.83,-12.93,1.795,4330000000.0,0.0156
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5e-06,5.25e-06,14.85,-12.94,1.793,4320000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5e-06,5.5e-06,14.87,-12.94,1.791,4310000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5e-06,5.75e-06,14.88,-12.94,1.789,4300000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5e-06,6e-06,14.9,-12.94,1.788,4280000000.0,0.0158
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.25e-06,5e-06,15.07,-13.18,1.797,4170000000.0,0.0162
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.25e-06,5.25e-06,15.09,-13.15,1.795,4170000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.25e-06,5.5e-06,15.11,-13.11,1.793,4150000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.25e-06,5.75e-06,15.13,-13.07,1.792,4140000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.25e-06,6e-06,15.15,-13.04,1.79,4120000000.0,0.0164
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.5e-06,5e-06,15.28,-13.38,1.797,4040000000.0,0.0168
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.5e-06,5.25e-06,15.31,-13.38,1.794,4030000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.5e-06,5.5e-06,15.33,-13.36,1.792,4010000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.5e-06,5.75e-06,15.35,-13.35,1.791,4000000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.5e-06,6e-06,15.37,-13.33,1.789,3990000000.0,0.017
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.75e-06,5e-06,15.48,-13.49,1.801,3910000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.75e-06,5.25e-06,15.51,-13.5,1.798,3900000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.75e-06,5.5e-06,15.53,-13.52,1.796,3890000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.75e-06,5.75e-06,15.55,-13.53,1.794,3880000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,5.75e-06,6e-06,15.58,-13.54,1.792,3870000000.0,0.0176
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,6e-06,5e-06,15.66,-13.78,1.801,3800000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,6e-06,5.25e-06,15.69,-13.75,1.799,3790000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,6e-06,5.5e-06,15.71,-13.71,1.796,3780000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,6e-06,5.75e-06,15.74,-13.67,1.795,3770000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,7.47e-10,6e-06,6e-06,15.76,-13.65,1.793,3760000000.0,0.0182
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5e-06,5e-06,15.53,-15.89,1.758,4670000000.0,0.0156
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5e-06,5.25e-06,15.55,-15.77,1.756,4660000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5e-06,5.5e-06,15.57,-15.78,1.754,4660000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5e-06,5.75e-06,15.58,-15.78,1.752,4660000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5e-06,6e-06,15.6,-15.77,1.751,4650000000.0,0.0158
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.25e-06,5e-06,15.81,-16.32,1.761,4460000000.0,0.0162
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.25e-06,5.25e-06,15.83,-16.25,1.759,4460000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.25e-06,5.5e-06,15.85,-16.17,1.757,4460000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.25e-06,5.75e-06,15.86,-16.09,1.755,4460000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.25e-06,6e-06,15.88,-16.01,1.754,4450000000.0,0.0164
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.5e-06,5e-06,16.06,-16.36,1.763,4290000000.0,0.0168
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.5e-06,5.25e-06,16.08,-16.35,1.761,4290000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.5e-06,5.5e-06,16.1,-16.34,1.759,4290000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.5e-06,5.75e-06,16.12,-16.31,1.757,4280000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.5e-06,6e-06,16.13,-16.28,1.755,4280000000.0,0.017
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.75e-06,5e-06,16.28,-16.71,1.767,4130000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.75e-06,5.25e-06,16.31,-16.58,1.764,4130000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.75e-06,5.5e-06,16.33,-16.46,1.762,4130000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.75e-06,5.75e-06,16.34,-16.34,1.76,4130000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,5.75e-06,6e-06,16.36,-16.23,1.758,4130000000.0,0.0176
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,6e-06,5e-06,16.49,-16.96,1.77,3990000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,6e-06,5.25e-06,16.51,-16.9,1.768,4000000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,6e-06,5.5e-06,16.53,-16.84,1.766,4000000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,6e-06,5.75e-06,16.55,-16.77,1.764,3990000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,6e-10,6e-06,6e-06,16.57,-16.7,1.762,3990000000.0,0.0182
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5e-06,5e-06,15.06,-13.72,1.782,4430000000.0,0.0156
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5e-06,5.25e-06,15.08,-13.67,1.78,4420000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5e-06,5.5e-06,15.09,-13.62,1.778,4420000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5e-06,5.75e-06,15.11,-13.56,1.777,4410000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5e-06,6e-06,15.12,-13.51,1.775,4400000000.0,0.0158
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.25e-06,5e-06,15.3,-13.9,1.786,4260000000.0,0.0162
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.25e-06,5.25e-06,15.32,-13.89,1.784,4260000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.25e-06,5.5e-06,15.34,-13.87,1.782,4250000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.25e-06,5.75e-06,15.36,-13.85,1.78,4240000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.25e-06,6e-06,15.37,-13.82,1.778,4230000000.0,0.0164
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.5e-06,5e-06,15.53,-14.04,1.785,4110000000.0,0.0168
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.5e-06,5.25e-06,15.55,-13.96,1.783,4110000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.5e-06,5.5e-06,15.57,-13.96,1.781,4100000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.5e-06,5.75e-06,15.58,-13.97,1.779,4100000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.5e-06,6e-06,15.61,-13.98,1.778,4080000000.0,0.017
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.75e-06,5e-06,15.73,-14.32,1.79,3990000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.75e-06,5.25e-06,15.75,-14.28,1.787,3980000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.75e-06,5.5e-06,15.77,-14.24,1.785,3970000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.75e-06,5.75e-06,15.8,-14.19,1.783,3960000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,5.75e-06,6e-06,15.82,-14.14,1.781,3950000000.0,0.0176
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,6e-06,5e-06,15.91,-14.47,1.791,3870000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,6e-06,5.25e-06,15.94,-14.46,1.788,3860000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,6e-06,5.5e-06,15.97,-14.45,1.786,3850000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,6e-06,5.75e-06,15.99,-14.44,1.784,3840000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,7e-10,6e-06,6e-06,16.01,-14.42,1.783,3830000000.0,0.0182
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5e-06,5e-06,14.58,-12.37,1.81,4220000000.0,0.0156
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5e-06,5.25e-06,14.61,-12.36,1.807,4200000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5e-06,5.5e-06,14.63,-12.34,1.806,4180000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5e-06,5.75e-06,14.65,-12.32,1.804,4160000000.0,0.0157
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5e-06,6e-06,14.67,-12.3,1.802,4140000000.0,0.0158
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.25e-06,5e-06,14.81,-12.55,1.811,4070000000.0,0.0162
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.25e-06,5.25e-06,14.84,-12.56,1.808,4050000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.25e-06,5.5e-06,14.86,-12.56,1.807,4040000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.25e-06,5.75e-06,14.88,-12.57,1.805,4020000000.0,0.0163
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.25e-06,6e-06,14.9,-12.57,1.804,4010000000.0,0.0164
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.5e-06,5e-06,15.02,-12.73,1.81,3940000000.0,0.0168
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.5e-06,5.25e-06,15.05,-12.7,1.808,3930000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.5e-06,5.5e-06,15.07,-12.7,1.806,3920000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.5e-06,5.75e-06,15.09,-12.73,1.804,3900000000.0,0.0169
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.5e-06,6e-06,15.11,-12.75,1.802,3890000000.0,0.017
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.75e-06,5e-06,15.21,-12.98,1.813,3830000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.75e-06,5.25e-06,15.24,-12.98,1.811,3820000000.0,0.0174
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.75e-06,5.5e-06,15.26,-12.97,1.809,3810000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.75e-06,5.75e-06,15.28,-12.95,1.807,3800000000.0,0.0175
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,5.75e-06,6e-06,15.3,-12.94,1.806,3780000000.0,0.0176
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,6e-06,5e-06,15.38,-13.15,1.814,3730000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,6e-06,5.25e-06,15.41,-13.18,1.811,3730000000.0,0.018
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,6e-06,5.5e-06,15.43,-13.19,1.809,3710000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,6e-06,5.75e-06,15.45,-13.2,1.807,3700000000.0,0.0181
4e-13,2.5e-13,3.7e-09,1.14e-08,8e-10,6e-06,6e-06,15.47,-13.21,1.805,3690000000.0,0.0182
4e-13,2.5e-13,3e-09,1.04e-08,7.47e-10,5e-06,5e-06,14.41,-13.23,1.819,4550000000.0,0.0156
4e-13,2.5e-13,3e-09,1.04e-08,7.47e-10,5e-06,5.25e-06,14.43,-13.23,1.816,4540000000.0,0.0157
4e-13,2.5e-13,3e-09,1.04e-08,7.47e-10,5e-06,5.5e-06,14.45,-13.22,1.814,4530000000.0,0.0157
