C,R,WLO,WRF,PowerConsumption,IFVoltageSwing,ConversionGain,NoiseFigure
1e-12,250,7e-06,2e-05,0.00852,0.00316,4.7,8.357
1e-12,250,7e-06,1.5e-05,0.00852,0.00285,3.906,8.51
1e-12,250,7e-06,1.6e-05,0.00852,0.00292,4.111,8.457
1e-12,250,7e-06,1.7e-05,0.00852,0.003,4.289,8.417
1e-12,250,7e-06,1.8e-05,0.00852,0.00305,4.445,8.388
1e-12,250,7e-06,1.9e-05,0.00852,0.00311,4.581,8.368
1e-12,250,7e-06,2.1e-05,0.00852,0.00321,4.803,8.352
1e-12,250,7e-06,2.2e-05,0.00852,0.00325,4.892,8.352
1e-12,250,7e-06,2.3e-05,0.00852,0.00328,4.969,8.358
1e-12,250,7e-06,2.4e-05,0.00852,0.00331,5.034,8.368
1e-12,250,7e-06,2.5e-05,0.00852,0.00334,5.089,8.381
1e-12,250,8e-06,2e-05,0.00854,0.00316,4.714,8.353
1e-12,250,8e-06,1.5e-05,0.00854,0.00286,3.914,8.511
1e-12,250,8e-06,1.6e-05,0.00854,0.00292,4.12,8.457
1e-12,250,8e-06,1.7e-05,0.00854,0.00299,4.299,8.416
1e-12,250,8e-06,1.8e-05,0.00854,0.00305,4.456,8.386
1e-12,250,8e-06,1.9e-05,0.00854,0.00311,4.594,8.366
1e-12,250,8e-06,2.1e-05,0.00854,0.0032,4.818,8.347
1e-12,250,8e-06,2.2e-05,0.00854,0.00326,4.909,8.347
1e-12,250,8e-06,2.3e-05,0.00854,0.00329,4.988,8.351
1e-12,250,8e-06,2.4e-05,0.00854,0.00331,5.056,8.361
1e-12,250,8e-06,2.5e-05,0.00854,0.00335,5.113,8.374
1e-12,250,9e-06,2e-05,0.00856,0.00316,4.725,8.349
1e-12,250,9e-06,1.5e-05,0.00855,0.00284,3.918,8.51
1e-12,250,9e-06,1.6e-05,0.00856,0.00292,4.125,8.455
1e-12,250,9e-06,1.7e-05,0.00856,0.00298,4.306,8.414
1e-12,250,9e-06,1.8e-05,0.00856,0.00306,4.465,8.383
1e-12,250,9e-06,1.9e-05,0.00856,0.00311,4.604,8.362
1e-12,250,9e-06,2.1e-05,0.00856,0.0032,4.831,8.342
1e-12,250,9e-06,2.2e-05,0.00856,0.00324,4.924,8.342
1e-12,250,9e-06,2.3e-05,0.00856,0.00327,5.005,8.346
1e-12,250,9e-06,2.4e-05,0.00856,0.00331,5.074,8.356
1e-12,250,9e-06,2.5e-05,0.00855,0.00335,5.134,8.369
1e-12,250,1.1e-05,2e-05,0.00857,0.00315,4.771,8.345
1e-12,250,1.1e-05,1.5e-05,0.00857,0.00284,3.945,8.509
1e-12,250,1.1e-05,1.6e-05,0.00857,0.00291,4.156,8.453
1e-12,250,1.1e-05,1.7e-05,0.00857,0.00298,4.34,8.41
1e-12,250,1.1e-05,1.8e-05,0.00858,0.00304,4.503,8.38
1e-12,250,1.1e-05,1.9e-05,0.00858,0.0031,4.645,8.358
1e-12,250,1.1e-05,2.1e-05,0.00857,0.0032,4.881,8.339
1e-12,250,1.1e-05,2.2e-05,0.00857,0.00324,4.977,8.338
1e-12,250,1.1e-05,2.3e-05,0.00857,0.00327,5.062,8.343
1e-12,250,1.1e-05,2.4e-05,0.00857,0.0033,5.135,8.352
1e-12,250,1.1e-05,2.5e-05,0.00857,0.00333,5.198,8.365
1e-12,250,1.2e-05,2e-05,0.00858,0.00314,4.805,8.35
1e-12,250,1.2e-05,1.5e-05,0.00858,0.00282,3.969,8.514
1e-12,250,1.2e-05,1.6e-05,0.00858,0.00288,4.182,8.458
1e-12,250,1.2e-05,1.7e-05,0.00858,0.00295,4.369,8.416
1e-12,250,1.2e-05,1.8e-05,0.00858,0.00303,4.533,8.385
1e-12,250,1.2e-05,1.9e-05,0.00858,0.00309,4.678,8.364
1e-12,250,1.2e-05,2.1e-05,0.00858,0.00319,4.918,8.344
1e-12,250,1.2e-05,2.2e-05,0.00858,0.00324,5.016,8.344
1e-12,250,1.2e-05,2.3e-05,0.00858,0.00327,5.102,8.348
1e-12,250,1.2e-05,2.4e-05,0.00858,0.00331,5.177,8.357
1e-12,250,1.2e-05,2.5e-05,0.00857,0.00332,5.241,8.37
1e-12,250,1.3e-05,2e-05,0.00858,0.00313,4.841,8.361
1e-12,250,1.3e-05,1.5e-05,0.00858,0.00282,3.996,8.525
1e-12,250,1.3e-05,1.6e-05,0.00858,0.00289,4.211,8.469
1e-12,250,1.3e-05,1.7e-05,0.00858,0.00293,4.399,8.427
1e-12,250,1.3e-05,1.8e-05,0.00858,0.003,4.565,8.396
1e-12,250,1.3e-05,1.9e-05,0.00858,0.00307,4.712,8.375
1e-12,250,1.3e-05,2.1e-05,0.00858,0.00318,4.955,8.355
1e-12,250,1.3e-05,2.2e-05,0.00858,0.00324,5.055,8.354
1e-12,250,1.3e-05,2.3e-05,0.00858,0.00328,5.142,8.358
1e-12,250,1.3e-05,2.4e-05,0.00858,0.00331,5.219,8.366
1e-12,250,1.3e-05,2.5e-05,0.00858,0.00333,5.285,8.379
1e-12,250,1.4e-05,2e-05,0.00859,0.00312,4.867,8.376
1e-12,250,1.4e-05,1.5e-05,0.00858,0.0028,4.016,8.542
1e-12,250,1.4e-05,1.6e-05,0.00859,0.00288,4.232,8.486
1e-12,250,1.4e-05,1.7e-05,0.00859,0.00292,4.421,8.444
1e-12,250,1.4e-05,1.8e-05,0.00859,0.00299,4.589,8.412
1e-12,250,1.4e-05,1.9e-05,0.00859,0.00306,4.737,8.39
1e-12,250,1.4e-05,2.1e-05,0.00859,0.00318,4.982,8.369
1e-12,250,1.4e-05,2.2e-05,0.00858,0.00322,5.084,8.368
1e-12,250,1.4e-05,2.3e-05,0.00858,0.00326,5.173,8.371
1e-12,250,1.4e-05,2.4e-05,0.00858,0.00328,5.251,8.379
1e-12,250,1.4e-05,2.5e-05,0.00858,0.00333,5.318,8.391
1e-12,250,1.5e-05,2e-05,0.00859,0.00312,4.872,8.392
1e-12,250,1.5e-05,1.5e-05,0.00859,0.0028,4.016,8.561
1e-12,250,1.5e-05,1.6e-05,0.00859,0.00287,4.233,8.504
1e-12,250,1.5e-05,1.7e-05,0.00859,0.00291,4.423,8.461
1e-12,250,1.5e-05,1.8e-05,0.00859,0.00299,4.592,8.429
1e-12,250,1.5e-05,1.9e-05,0.00859,0.00307,4.74,8.407
1e-12,250,1.5e-05,2.1e-05,0.00859,0.00317,4.988,8.384
1e-12,250,1.5e-05,2.2e-05,0.00859,0.00322,5.091,8.382
1e-12,250,1.5e-05,2.3e-05,0.00858,0.00326,5.181,8.385
1e-12,250,1.5e-05,2.4e-05,0.00858,0.00329,5.26,8.392
1e-12,250,1.5e-05,2.5e-05,0.00858,0.00331,5.328,8.403
1e-12,275,1e-05,2e-05,0.00824,0.00324,5.033,8.292
1e-12,275,1e-05,1.5e-05,0.00823,0.00291,4.216,8.446
1e-12,275,1e-05,1.6e-05,0.00824,0.00299,4.425,8.393
1e-12,275,1e-05,1.7e-05,0.00824,0.00307,4.609,8.352
1e-12,275,1e-05,1.8e-05,0.00824,0.00313,4.769,8.323
1e-12,275,1e-05,1.9e-05,0.00824,0.00318,4.91,8.304
1e-12,275,1e-05,2.1e-05,0.00824,0.00328,5.141,8.287
1e-12,275,1e-05,2.2e-05,0.00823,0.00332,5.235,8.287
1e-12,275,1e-05,2.3e-05,0.00823,0.00335,5.317,8.293
1e-12,275,1e-05,2.4e-05,0.00823,0.0034,5.387,8.303
1e-12,275,1e-05,2.5e-05,0.00823,0.00342,5.447,8.317
1e-12,275,5e-06,2e-05,0.00812,0.00319,4.837,8.314
1e-12,275,5e-06,1.5e-05,0.00812,0.0029,4.073,8.446
1e-12,275,5e-06,1.6e-05,0.00812,0.00297,4.272,8.397
1e-12,275,5e-06,1.7e-05,0.00812,0.00303,4.445,8.361
1e-12,275,5e-06,1.8e-05,0.00812,0.0031,4.594,8.336
1e-12,275,5e-06,1.9e-05,0.00812,0.00315,4.724,8.321
1e-12,275,5e-06,2.1e-05,0.00812,0.00324,4.933,8.313
1e-12,275,5e-06,2.2e-05,0.00812,0.00328,5.015,8.318
1e-12,275,5e-06,2.3e-05,0.00811,0.00331,5.084,8.328
1e-12,275,5e-06,2.4e-05,0.00811,0.00333,5.142,8.343
1e-12,275,5e-06,2.5e-05,0.00811,0.00336,5.189,8.361
1e-12,275,6e-06,2e-05,0.00817,0.00322,4.913,8.302
1e-12,275,6e-06,1.5e-05,0.00816,0.00292,4.134,8.439
1e-12,275,6e-06,1.6e-05,0.00816,0.00298,4.336,8.389
1e-12,275,6e-06,1.7e-05,0.00817,0.00306,4.512,8.353
1e-12,275,6e-06,1.8e-05,0.00817,0.00312,4.665,8.327
1e-12,275,6e-06,1.9e-05,0.00817,0.00317,4.798,8.311
1e-12,275,6e-06,2.1e-05,0.00816,0.00327,5.013,8.3
1e-12,275,6e-06,2.2e-05,0.00816,0.00331,5.098,8.304
1e-12,275,6e-06,2.3e-05,0.00816,0.00334,5.171,8.312
1e-12,275,6e-06,2.4e-05,0.00816,0.00336,5.233,8.325
1e-12,275,6e-06,2.5e-05,0.00816,0.00339,5.283,8.341
1e-12,275,7e-06,2e-05,0.0082,0.00323,4.955,8.298
1e-12,275,7e-06,1.5e-05,0.00819,0.00293,4.165,8.44
1e-12,275,7e-06,1.6e-05,0.00819,0.00299,4.37,8.389
1e-12,275,7e-06,1.7e-05,0.00819,0.00306,4.547,8.352
1e-12,275,7e-06,1.8e-05,0.0082,0.00313,4.702,8.325
1e-12,275,7e-06,1.9e-05,0.0082,0.00319,4.837,8.308
1e-12,275,7e-06,2.1e-05,0.00819,0.00328,5.056,8.294
1e-12,275,7e-06,2.2e-05,0.00819,0.00332,5.144,8.297
1e-12,275,7e-06,2.3e-05,0.00819,0.00336,5.22,8.304
1e-12,275,7e-06,2.4e-05,0.00819,0.00337,5.283,8.316
1e-12,275,7e-06,2.5e-05,0.00819,0.00341,5.337,8.331
1e-12,275,8e-06,2e-05,0.00821,0.00325,4.981,8.295
1e-12,275,8e-06,1.5e-05,0.00821,0.00292,4.184,8.442
1e-12,275,8e-06,1.6e-05,0.00821,0.003,4.389,8.391
1e-12,275,8e-06,1.7e-05,0.00821,0.00307,4.569,8.352
1e-12,275,8e-06,1.8e-05,0.00821,0.00313,4.725,8.324
1e-12,275,8e-06,1.9e-05,0.00822,0.00317,4.862,8.306
1e-12,275,8e-06,2.1e-05,0.00821,0.00329,5.085,8.291
1e-12,275,8e-06,2.2e-05,0.00821,0.00332,5.175,8.292
1e-12,275,8e-06,2.3e-05,0.00821,0.00336,5.252,8.299
1e-12,275,8e-06,2.4e-05,0.00821,0.00339,5.318,8.309
1e-12,275,8e-06,2.5e-05,0.00821,0.00342,5.374,8.324
1e-12,275,9e-06,2e-05,0.00823,0.00324,5.005,8.293
1e-12,275,9e-06,1.5e-05,0.00822,0.00292,4.199,8.444
1e-12,275,9e-06,1.6e-05,0.00823,0.00299,4.406,8.392
1e-12,275,9e-06,1.7e-05,0.00823,0.00306,4.587,8.352
1e-12,275,9e-06,1.8e-05,0.00823,0.00313,4.745,8.324
1e-12,275,9e-06,1.9e-05,0.00823,0.00318,4.884,8.304
1e-12,275,9e-06,2.1e-05,0.00823,0.00328,5.111,8.288
1e-12,275,9e-06,2.2e-05,0.00823,0.00332,5.203,8.289
1e-12,275,9e-06,2.3e-05,0.00823,0.00336,5.282,8.295
1e-12,275,9e-06,2.4e-05,0.00822,0.0034,5.35,8.305
1e-12,275,9e-06,2.5e-05,0.00822,0.00342,5.408,8.319
1e-12,275,1.1e-05,2e-05,0.00824,0.00323,5.066,8.295
1e-12,275,1.1e-05,1.5e-05,0.00824,0.0029,4.238,8.45
1e-12,275,1.1e-05,1.6e-05,0.00824,0.00298,4.45,8.396
1e-12,275,1.1e-05,1.7e-05,0.00824,0.00305,4.635,8.356
1e-12,275,1.1e-05,1.8e-05,0.00824,0.00312,4.798,8.326
1e-12,275,1.1e-05,1.9e-05,0.00824,0.00317,4.941,8.306
1e-12,275,1.1e-05,2.1e-05,0.00824,0.00329,5.176,8.29
1e-12,275,1.1e-05,2.2e-05,0.00824,0.00332,5.273,8.29
1e-12,275,1.1e-05,2.3e-05,0.00824,0.00335,5.356,8.296
1e-12,275,1.1e-05,2.4e-05,0.00824,0.00338,5.429,8.306
1e-12,275,1.1e-05,2.5e-05,0.00824,0.00342,5.491,8.32
1e-12,275,1.2e-05,2e-05,0.00825,0.00322,5.1,8.303
1e-12,275,1.2e-05,1.5e-05,0.00825,0.00291,4.263,8.458
1e-12,275,1.2e-05,1.6e-05,0.00825,0.00298,4.476,8.404
1e-12,275,1.2e-05,1.7e-05,0.00825,0.00304,4.663,8.364
1e-12,275,1.2e-05,1.8e-05,0.00825,0.00311,4.828,8.335
1e-12,275,1.2e-05,1.9e-05,0.00825,0.00317,4.973,8.315
1e-12,275,1.2e-05,2.1e-05,0.00825,0.00327,5.212,8.298
1e-12,275,1.2e-05,2.2e-05,0.00825,0.00332,5.311,8.299
1e-12,275,1.2e-05,2.3e-05,0.00824,0.00335,5.397,8.304
1e-12,275,1.2e-05,2.4e-05,0.00824,0.00339,5.471,8.314
1e-12,275,1.2e-05,2.5e-05,0.00824,0.0034,5.535,8.328
1e-12,275,1.3e-05,2e-05,0.00825,0.00321,5.126,8.316
1e-12,275,1.3e-05,1.5e-05,0.00825,0.0029,4.281,8.471
1e-12,275,1.3e-05,1.6e-05,0.00825,0.00298,4.496,8.418
1e-12,275,1.3e-05,1.7e-05,0.00825,0.00303,4.684,8.377
1e-12,275,1.3e-05,1.8e-05,0.00825,0.0031,4.851,8.348
1e-12,275,1.3e-05,1.9e-05,0.00825,0.00315,4.997,8.328
1e-12,275,1.3e-05,2.1e-05,0.00825,0.00327,5.24,8.311
1e-12,275,1.3e-05,2.2e-05,0.00825,0.00331,5.34,8.311
1e-12,275,1.3e-05,2.3e-05,0.00825,0.00335,5.427,8.316
1e-12,275,1.3e-05,2.4e-05,0.00825,0.00338,5.503,8.326
1e-12,275,1.3e-05,2.5e-05,0.00824,0.00342,5.569,8.339
1e-12,275,1.4e-05,2e-05,0.00825,0.00322,5.131,8.331
1e-12,275,1.4e-05,1.5e-05,0.00825,0.00289,4.281,8.488
1e-12,275,1.4e-05,1.6e-05,0.00826,0.00296,4.497,8.434
1e-12,275,1.4e-05,1.7e-05,0.00826,0.00303,4.686,8.394
1e-12,275,1.4e-05,1.8e-05,0.00826,0.0031,4.854,8.364
1e-12,275,1.4e-05,1.9e-05,0.00825,0.00316,5.001,8.344
1e-12,275,1.4e-05,2.1e-05,0.00825,0.00325,5.246,8.325
1e-12,275,1.4e-05,2.2e-05,0.00825,0.0033,5.347,8.325
1e-12,275,1.4e-05,2.3e-05,0.00825,0.00333,5.436,8.33
1e-12,275,1.4e-05,2.4e-05,0.00825,0.00336,5.513,8.339
1e-12,275,1.4e-05,2.5e-05,0.00825,0.0034,5.58,8.351
1e-12,275,1.5e-05,2e-05,0.00826,0.00321,5.105,8.345
1e-12,275,1.5e-05,1.5e-05,0.00826,0.00287,4.252,8.505
1e-12,275,1.5e-05,1.6e-05,0.00826,0.00296,4.468,8.451
1e-12,275,1.5e-05,1.7e-05,0.00826,0.00303,4.658,8.41
1e-12,275,1.5e-05,1.8e-05,0.00826,0.00306,4.826,8.379
1e-12,275,1.5e-05,1.9e-05,0.00826,0.00314,4.974,8.358
1e-12,275,1.5e-05,2.1e-05,0.00825,0.00323,5.22,8.339
1e-12,275,1.5e-05,2.2e-05,0.00825,0.00329,5.322,8.338
1e-12,275,1.5e-05,2.3e-05,0.00825,0.00332,5.411,8.342
1e-12,275,1.5e-05,2.4e-05,0.00825,0.00336,5.489,8.35
1e-12,275,1.5e-05,2.5e-05,0.00825,0.00339,5.557,8.362
1e-12,300,1e-05,2e-05,0.00793,0.00331,5.275,8.25
1e-12,300,1e-05,1.5e-05,0.00793,0.00298,4.457,8.397
1e-12,300,1e-05,1.6e-05,0.00793,0.00305,4.667,8.345
1e-12,300,1e-05,1.7e-05,0.00793,0.00313,4.85,8.307
1e-12,300,1e-05,1.8e-05,0.00793,0.00318,5.011,8.28
1e-12,300,1e-05,1.9e-05,0.00793,0.00325,5.152,8.261
1e-12,300,1e-05,2.1e-05,0.00793,0.00335,5.383,8.247
1e-12,300,1e-05,2.2e-05,0.00793,0.00339,5.477,8.248
1e-12,300,1e-05,2.3e-05,0.00792,0.00344,5.557,8.255
1e-12,300,1e-05,2.4e-05,0.00792,0.00347,5.627,8.266
1e-12,300,1e-05,2.5e-05,0.00792,0.00348,5.687,8.281
1e-12,300,5e-06,2e-05,0.00782,0.00326,5.036,8.264
1e-12,300,5e-06,1.5e-05,0.00782,0.00296,4.277,8.388
1e-12,300,5e-06,1.6e-05,0.00782,0.00303,4.475,8.341
1e-12,300,5e-06,1.7e-05,0.00782,0.0031,4.647,8.307
1e-12,300,5e-06,1.8e-05,0.00782,0.00316,4.796,8.284
1e-12,300,5e-06,1.9e-05,0.00782,0.00321,4.925,8.27
1e-12,300,5e-06,2.1e-05,0.00781,0.0033,5.131,8.264
1e-12,300,5e-06,2.2e-05,0.00781,0.00334,5.212,8.271
1e-12,300,5e-06,2.3e-05,0.00781,0.00337,5.28,8.282
1e-12,300,5e-06,2.4e-05,0.00781,0.00339,5.336,8.297
1e-12,300,5e-06,2.5e-05,0.00781,0.00341,5.381,8.317
1e-12,300,6e-06,2e-05,0.00786,0.00329,5.122,8.253
1e-12,300,6e-06,1.5e-05,0.00786,0.00297,4.347,8.382
1e-12,300,6e-06,1.6e-05,0.00786,0.00304,4.548,8.334
1e-12,300,6e-06,1.7e-05,0.00786,0.00312,4.723,8.3
1e-12,300,6e-06,1.8e-05,0.00786,0.00317,4.875,8.276
1e-12,300,6e-06,1.9e-05,0.00786,0.00323,5.008,8.26
1e-12,300,6e-06,2.1e-05,0.00786,0.00333,5.221,8.252
1e-12,300,6e-06,2.2e-05,0.00786,0.00337,5.305,8.257
1e-12,300,6e-06,2.3e-05,0.00786,0.0034,5.377,8.267
1e-12,300,6e-06,2.4e-05,0.00786,0.00343,5.437,8.281
1e-12,300,6e-06,2.5e-05,0.00785,0.00346,5.486,8.298
1e-12,300,7e-06,2e-05,0.00789,0.0033,5.173,8.25
1e-12,300,7e-06,1.5e-05,0.00789,0.00298,4.386,8.384
1e-12,300,7e-06,1.6e-05,0.00789,0.00306,4.59,8.335
1e-12,300,7e-06,1.7e-05,0.00789,0.00313,4.768,8.299
1e-12,300,7e-06,1.8e-05,0.00789,0.0032,4.922,8.274
1e-12,300,7e-06,1.9e-05,0.00789,0.00324,5.056,8.258
1e-12,300,7e-06,2.1e-05,0.00789,0.00334,5.274,8.248
1e-12,300,7e-06,2.2e-05,0.00789,0.00338,5.361,8.252
1e-12,300,7e-06,2.3e-05,0.00789,0.00341,5.436,8.26
1e-12,300,7e-06,2.4e-05,0.00788,0.00344,5.498,8.273
1e-12,300,7e-06,2.5e-05,0.00788,0.00348,5.551,8.289
1e-12,300,8e-06,2e-05,0.00791,0.00331,5.21,8.249
1e-12,300,8e-06,1.5e-05,0.0079,0.00298,4.413,8.388
1e-12,300,8e-06,1.6e-05,0.00791,0.00306,4.618,8.338
1e-12,300,8e-06,1.7e-05,0.00791,0.00313,4.798,8.301
1e-12,300,8e-06,1.8e-05,0.00791,0.0032,4.954,8.275
1e-12,300,8e-06,1.9e-05,0.00791,0.00325,5.091,8.258
1e-12,300,8e-06,2.1e-05,0.00791,0.00336,5.313,8.246
1e-12,300,8e-06,2.2e-05,0.00791,0.00339,5.402,8.249
1e-12,300,8e-06,2.3e-05,0.0079,0.00342,5.479,8.256
1e-12,300,8e-06,2.4e-05,0.0079,0.00345,5.544,8.268
1e-12,300,8e-06,2.5e-05,0.0079,0.00347,5.599,8.283
1e-12,300,9e-06,2e-05,0.00792,0.0033,5.242,8.249
1e-12,300,9e-06,1.5e-05,0.00792,0.00298,4.435,8.392
1e-12,300,9e-06,1.6e-05,0.00792,0.00306,4.642,8.341
1e-12,300,9e-06,1.7e-05,0.00792,0.00313,4.824,8.304
1e-12,300,9e-06,1.8e-05,0.00792,0.00318,4.982,8.277
1e-12,300,9e-06,1.9e-05,0.00792,0.00325,5.121,8.259
1e-12,300,9e-06,2.1e-05,0.00792,0.00335,5.348,8.245
1e-12,300,9e-06,2.2e-05,0.00792,0.0034,5.439,8.247
1e-12,300,9e-06,2.3e-05,0.00792,0.00343,5.518,8.254
1e-12,300,9e-06,2.4e-05,0.00791,0.00345,5.585,8.265
1e-12,300,9e-06,2.5e-05,0.00791,0.00348,5.642,8.28
1e-12,300,1.1e-05,2e-05,0.00793,0.0033,5.309,8.256
1e-12,300,1.1e-05,1.5e-05,0.00793,0.00297,4.479,8.403
1e-12,300,1.1e-05,1.6e-05,0.00793,0.00305,4.691,8.351
1e-12,300,1.1e-05,1.7e-05,0.00793,0.00312,4.877,8.313
1e-12,300,1.1e-05,1.8e-05,0.00793,0.00319,5.04,8.285
1e-12,300,1.1e-05,1.9e-05,0.00793,0.00324,5.183,8.267
1e-12,300,1.1e-05,2.1e-05,0.00793,0.00335,5.419,8.252
1e-12,300,1.1e-05,2.2e-05,0.00793,0.00339,5.515,8.254
1e-12,300,1.1e-05,2.3e-05,0.00793,0.00342,5.599,8.26
1e-12,300,1.1e-05,2.4e-05,0.00793,0.00346,5.671,8.271
1e-12,300,1.1e-05,2.5e-05,0.00793,0.00346,5.733,8.286
1e-12,300,1.2e-05,2e-05,0.00794,0.00329,5.336,8.266
1e-12,300,1.2e-05,1.5e-05,0.00794,0.00296,4.498,8.413
1e-12,300,1.2e-05,1.6e-05,0.00794,0.00304,4.711,8.361
1e-12,300,1.2e-05,1.7e-05,0.00794,0.0031,4.899,8.323
1e-12,300,1.2e-05,1.8e-05,0.00794,0.00317,5.064,8.295
1e-12,300,1.2e-05,1.9e-05,0.00794,0.00322,5.209,8.277
1e-12,300,1.2e-05,2.1e-05,0.00794,0.00334,5.448,8.262
1e-12,300,1.2e-05,2.2e-05,0.00793,0.00339,5.546,8.264
1e-12,300,1.2e-05,2.3e-05,0.00793,0.00342,5.632,8.27
1e-12,300,1.2e-05,2.4e-05,0.00793,0.00345,5.706,8.281
1e-12,300,1.2e-05,2.5e-05,0.00793,0.00347,5.77,8.295
1e-12,300,1.3e-05,2e-05,0.00794,0.00327,5.345,8.279
1e-12,300,1.3e-05,1.5e-05,0.00794,0.00296,4.501,8.427
1e-12,300,1.3e-05,1.6e-05,0.00794,0.00303,4.715,8.375
1e-12,300,1.3e-05,1.7e-05,0.00794,0.00312,4.904,8.336
1e-12,300,1.3e-05,1.8e-05,0.00794,0.00317,5.07,8.309
1e-12,300,1.3e-05,1.9e-05,0.00794,0.00323,5.216,8.29
1e-12,300,1.3e-05,2.1e-05,0.00794,0.00332,5.458,8.275
1e-12,300,1.3e-05,2.2e-05,0.00794,0.00336,5.558,8.276
1e-12,300,1.3e-05,2.3e-05,0.00794,0.00341,5.645,8.283
1e-12,300,1.3e-05,2.4e-05,0.00793,0.00344,5.72,8.293
1e-12,300,1.3e-05,2.5e-05,0.00793,0.00347,5.785,8.307
1e-12,300,1.4e-05,2e-05,0.00794,0.00327,5.324,8.293
1e-12,300,1.4e-05,1.5e-05,0.00795,0.00296,4.477,8.443
1e-12,300,1.4e-05,1.6e-05,0.00795,0.00302,4.692,8.39
1e-12,300,1.4e-05,1.7e-05,0.00795,0.00309,4.881,8.352
1e-12,300,1.4e-05,1.8e-05,0.00795,0.00316,5.048,8.323
1e-12,300,1.4e-05,1.9e-05,0.00794,0.00322,5.195,8.304
1e-12,300,1.4e-05,2.1e-05,0.00794,0.00331,5.438,8.288
1e-12,300,1.4e-05,2.2e-05,0.00794,0.00337,5.538,8.289
1e-12,300,1.4e-05,2.3e-05,0.00794,0.0034,5.626,8.295
1e-12,300,1.4e-05,2.4e-05,0.00794,0.00343,5.703,8.304
1e-12,300,1.4e-05,2.5e-05,0.00793,0.00346,5.769,8.318
1e-12,300,1.5e-05,2e-05,0.00794,0.00326,5.274,8.306
1e-12,300,1.5e-05,1.5e-05,0.00795,0.00294,4.425,8.459
1e-12,300,1.5e-05,1.6e-05,0.00795,0.00303,4.64,8.406
1e-12,300,1.5e-05,1.7e-05,0.00795,0.0031,4.83,8.367
1e-12,300,1.5e-05,1.8e-05,0.00795,0.00316,4.997,8.338
1e-12,300,1.5e-05,1.9e-05,0.00795,0.00321,5.144,8.318
1e-12,300,1.5e-05,2.1e-05,0.00794,0.00331,5.389,8.301
1e-12,300,1.5e-05,2.2e-05,0.00794,0.00336,5.49,8.301
1e-12,300,1.5e-05,2.3e-05,0.00794,0.00338,5.578,8.306
1e-12,300,1.5e-05,2.4e-05,0.00794,0.00342,5.655,8.315
1e-12,300,1.5e-05,2.5e-05,0.00794,0.00344,5.722,8.328
1e-12,325,1e-05,2e-05,0.00764,0.00335,5.477,8.218
1e-12,325,1e-05,1.5e-05,0.00764,0.00303,4.657,8.357
1e-12,325,1e-05,1.6e-05,0.00764,0.00312,4.867,8.308
1e-12,325,1e-05,1.7e-05,0.00764,0.00319,5.051,8.271
1e-12,325,1e-05,1.8e-05,0.00764,0.00324,5.212,8.245
1e-12,325,1e-05,1.9e-05,0.00764,0.00329,5.353,8.228
1e-12,325,1e-05,2.1e-05,0.00764,0.00341,5.585,8.215
1e-12,325,1e-05,2.2e-05,0.00764,0.00346,5.679,8.218
1e-12,325,1e-05,2.3e-05,0.00764,0.00349,5.76,8.225
1e-12,325,1e-05,2.4e-05,0.00763,0.00352,5.83,8.237
1e-12,325,1e-05,2.5e-05,0.00763,0.00354,5.889,8.252
1e-12,325,5e-06,2e-05,0.00753,0.00331,5.207,8.223
1e-12,325,5e-06,1.5e-05,0.00754,0.00301,4.451,8.341
1e-12,325,5e-06,1.6e-05,0.00754,0.00309,4.649,8.296
1e-12,325,5e-06,1.7e-05,0.00754,0.00315,4.82,8.263
1e-12,325,5e-06,1.8e-05,0.00754,0.00321,4.968,8.241
1e-12,325,5e-06,1.9e-05,0.00754,0.00326,5.096,8.228
1e-12,325,5e-06,2.1e-05,0.00753,0.00335,5.301,8.225
1e-12,325,5e-06,2.2e-05,0.00753,0.00339,5.381,8.232
1e-12,325,5e-06,2.3e-05,0.00753,0.00341,5.447,8.244
1e-12,325,5e-06,2.4e-05,0.00753,0.00343,5.502,8.26
1e-12,325,5e-06,2.5e-05,0.00753,0.00346,5.546,8.281
1e-12,325,6e-06,2e-05,0.00758,0.00334,5.301,8.213
1e-12,325,6e-06,1.5e-05,0.00758,0.00302,4.528,8.336
1e-12,325,6e-06,1.6e-05,0.00758,0.00311,4.729,8.29
1e-12,325,6e-06,1.7e-05,0.00758,0.00317,4.904,8.256
1e-12,325,6e-06,1.8e-05,0.00758,0.00323,5.056,8.234
1e-12,325,6e-06,1.9e-05,0.00758,0.00329,5.187,8.22
1e-12,325,6e-06,2.1e-05,0.00758,0.00338,5.399,8.213
1e-12,325,6e-06,2.2e-05,0.00757,0.00342,5.483,8.219
1e-12,325,6e-06,2.3e-05,0.00757,0.00346,5.553,8.23
1e-12,325,6e-06,2.4e-05,0.00757,0.00347,5.612,8.244
1e-12,325,6e-06,2.5e-05,0.00757,0.0035,5.661,8.263
1e-12,325,7e-06,2e-05,0.0076,0.00335,5.361,8.211
1e-12,325,7e-06,1.5e-05,0.0076,0.00302,4.575,8.339
1e-12,325,7e-06,1.6e-05,0.0076,0.00311,4.779,8.292
1e-12,325,7e-06,1.7e-05,0.0076,0.00318,4.956,8.257
1e-12,325,7e-06,1.8e-05,0.0076,0.00324,5.11,8.233
1e-12,325,7e-06,1.9e-05,0.0076,0.0033,5.244,8.219
1e-12,325,7e-06,2.1e-05,0.0076,0.0034,5.461,8.21
